Tid (s), Effekt (P)
2.62490000e+01,1.31448667e-01
2.62492000e+01,1.37132933e-01
2.62494000e+01,1.54185733e-01
2.62496000e+01,1.56317333e-01
2.62498000e+01,1.56317333e-01
2.62500000e+01,1.42817200e-01
2.62502000e+01,1.29317067e-01
2.62504000e+01,1.42817200e-01
2.62506000e+01,1.55606800e-01
2.62508000e+01,1.52764667e-01
2.62510000e+01,1.52764667e-01
2.62512000e+01,1.37843467e-01
2.62514000e+01,1.30738133e-01
2.62516000e+01,1.51343600e-01
2.62518000e+01,1.54185733e-01
2.62520000e+01,1.57738400e-01
2.62522000e+01,1.59159467e-01
2.62524000e+01,1.30738133e-01
2.62526000e+01,1.34290800e-01
2.62528000e+01,1.47080400e-01
2.62530000e+01,1.49922533e-01
2.62532000e+01,1.54185733e-01
2.62534000e+01,1.50633067e-01
2.62536000e+01,1.27185467e-01
2.62538000e+01,1.42817200e-01
2.62540000e+01,1.59870000e-01
2.62542000e+01,1.61291067e-01
2.62544000e+01,1.56317333e-01
2.62546000e+01,1.38554000e-01
2.62548000e+01,1.32869733e-01
2.62550000e+01,1.47080400e-01
2.62552000e+01,1.53475200e-01
2.62554000e+01,1.57027867e-01
2.62556000e+01,1.50633067e-01
2.62558000e+01,1.30738133e-01
2.62560000e+01,1.36422400e-01
2.62562000e+01,1.51343600e-01
2.62564000e+01,1.64133200e-01
2.62566000e+01,1.65554267e-01
2.62568000e+01,1.47790933e-01
2.62570000e+01,1.28606533e-01
2.62572000e+01,1.46369867e-01
2.62574000e+01,1.56317333e-01
2.62576000e+01,1.53475200e-01
2.62578000e+01,1.55606800e-01
2.62580000e+01,1.32159200e-01
2.62582000e+01,1.28606533e-01
2.62584000e+01,1.46369867e-01
2.62586000e+01,1.49922533e-01
2.62588000e+01,1.58448933e-01
2.62590000e+01,1.49212000e-01
2.62592000e+01,1.27896000e-01
2.62594000e+01,1.39264533e-01
2.62596000e+01,1.52764667e-01
2.62598000e+01,1.52764667e-01
2.62600000e+01,1.57738400e-01
2.62602000e+01,1.43527733e-01
2.62604000e+01,1.26474933e-01
2.62606000e+01,1.47790933e-01
2.62608000e+01,1.54896267e-01
2.62610000e+01,1.52764667e-01
2.62612000e+01,1.54896267e-01
2.62614000e+01,1.36422400e-01
2.62616000e+01,1.32869733e-01
2.62618000e+01,1.51343600e-01
2.62620000e+01,1.57738400e-01
2.62622000e+01,1.59870000e-01
2.62624000e+01,1.50633067e-01
2.62626000e+01,1.26474933e-01
2.62628000e+01,1.41396133e-01
2.62630000e+01,1.58448933e-01
2.62632000e+01,1.56317333e-01
2.62634000e+01,1.53475200e-01
2.62636000e+01,1.39975067e-01
2.62638000e+01,1.25764400e-01
2.62640000e+01,1.44948800e-01
2.62642000e+01,1.54185733e-01
2.62644000e+01,1.56317333e-01
2.62646000e+01,1.50633067e-01
2.62648000e+01,1.27896000e-01
2.62650000e+01,1.33580267e-01
2.62652000e+01,1.49922533e-01
2.62654000e+01,1.45659333e-01
2.62656000e+01,1.54185733e-01
2.62658000e+01,1.48501467e-01
2.62660000e+01,1.26474933e-01
2.62662000e+01,1.39264533e-01
2.62664000e+01,1.51343600e-01
2.62666000e+01,1.47080400e-01
2.62668000e+01,1.56317333e-01
2.62670000e+01,1.41396133e-01
2.62672000e+01,1.25053867e-01
2.62674000e+01,1.44238267e-01
2.62676000e+01,1.53475200e-01
2.62678000e+01,1.59870000e-01
2.62680000e+01,1.53475200e-01
2.62682000e+01,1.32159200e-01
2.62684000e+01,1.35001333e-01
2.62686000e+01,1.51343600e-01
2.62688000e+01,1.55606800e-01
2.62690000e+01,1.51343600e-01
2.62692000e+01,1.49212000e-01
2.62694000e+01,1.32159200e-01
2.62696000e+01,1.42106667e-01
2.62698000e+01,1.57027867e-01
2.62700000e+01,1.44948800e-01
2.62702000e+01,1.54185733e-01
2.62704000e+01,1.38554000e-01
2.62706000e+01,1.27896000e-01
2.62708000e+01,1.52054133e-01
2.62710000e+01,1.47790933e-01
2.62712000e+01,1.49922533e-01
2.62714000e+01,1.52054133e-01
2.62716000e+01,1.34290800e-01
2.62718000e+01,1.35001333e-01
2.62720000e+01,1.51343600e-01
2.62722000e+01,1.53475200e-01
2.62724000e+01,1.61291067e-01
2.62726000e+01,1.46369867e-01
2.62728000e+01,1.25764400e-01
2.62730000e+01,1.45659333e-01
2.62732000e+01,1.57738400e-01
2.62734000e+01,1.50633067e-01
2.62736000e+01,1.55606800e-01
2.62738000e+01,1.42106667e-01
2.62740000e+01,1.31448667e-01
2.62742000e+01,1.50633067e-01
2.62744000e+01,1.48501467e-01
2.62746000e+01,1.54185733e-01
2.62748000e+01,1.46369867e-01
2.62750000e+01,1.25053867e-01
2.62752000e+01,1.37132933e-01
2.62754000e+01,1.57738400e-01
2.62756000e+01,1.52764667e-01
2.62758000e+01,1.50633067e-01
2.62760000e+01,1.45659333e-01
2.62762000e+01,1.27896000e-01
2.62764000e+01,1.41396133e-01
2.62766000e+01,1.47790933e-01
2.62768000e+01,1.50633067e-01
2.62770000e+01,1.64133200e-01
2.62772000e+01,1.38554000e-01
2.62774000e+01,1.30738133e-01
2.62776000e+01,1.50633067e-01
2.62778000e+01,1.52054133e-01
2.62780000e+01,1.56317333e-01
2.62782000e+01,1.49922533e-01
2.62784000e+01,1.26474933e-01
2.62786000e+01,1.38554000e-01
2.62788000e+01,1.58448933e-01
2.62790000e+01,1.49922533e-01
2.62792000e+01,1.47080400e-01
2.62794000e+01,1.41396133e-01
2.62796000e+01,1.26474933e-01
2.62798000e+01,1.45659333e-01
2.62800000e+01,1.59159467e-01
2.62802000e+01,1.55606800e-01
2.62804000e+01,1.55606800e-01
2.62806000e+01,1.35711867e-01
2.62808000e+01,1.32869733e-01
2.62810000e+01,1.52764667e-01
2.62812000e+01,1.63422667e-01
2.62814000e+01,1.59159467e-01
2.62816000e+01,1.47080400e-01
2.62818000e+01,1.30027600e-01
2.62820000e+01,1.42106667e-01
2.62822000e+01,1.58448933e-01
2.62824000e+01,1.57027867e-01
2.62826000e+01,1.56317333e-01
2.62828000e+01,1.37132933e-01
2.62830000e+01,1.27896000e-01
2.62832000e+01,1.46369867e-01
2.62834000e+01,1.52054133e-01
2.62836000e+01,1.50633067e-01
2.62838000e+01,1.47080400e-01
2.62840000e+01,1.32159200e-01
2.62842000e+01,1.32869733e-01
2.62844000e+01,1.52764667e-01
2.62846000e+01,1.59159467e-01
2.62848000e+01,1.62712133e-01
2.62850000e+01,1.50633067e-01
2.62852000e+01,1.25764400e-01
2.62854000e+01,1.44238267e-01
2.62856000e+01,1.55606800e-01
2.62858000e+01,1.52764667e-01
2.62860000e+01,1.54185733e-01
2.62862000e+01,1.33580267e-01
2.62864000e+01,1.32159200e-01
2.62866000e+01,1.54896267e-01
2.62868000e+01,1.58448933e-01
2.62870000e+01,1.55606800e-01
2.62872000e+01,1.54185733e-01
2.62874000e+01,1.32869733e-01
2.62876000e+01,1.34290800e-01
2.62878000e+01,1.53475200e-01
2.62880000e+01,1.54185733e-01
2.62882000e+01,1.58448933e-01
2.62884000e+01,1.45659333e-01
2.62886000e+01,1.27185467e-01
2.62888000e+01,1.42817200e-01
2.62890000e+01,1.52054133e-01
2.62892000e+01,1.47790933e-01
2.62894000e+01,1.52764667e-01
2.62896000e+01,1.36422400e-01
2.62898000e+01,1.24343333e-01
2.62900000e+01,1.47790933e-01
2.62902000e+01,1.53475200e-01
2.62904000e+01,1.57027867e-01
2.62906000e+01,1.49922533e-01
2.62908000e+01,1.28606533e-01
2.62910000e+01,1.35001333e-01
2.62912000e+01,1.49212000e-01
2.62914000e+01,1.52054133e-01
2.62916000e+01,1.54896267e-01
2.62918000e+01,1.42106667e-01
2.62920000e+01,1.24343333e-01
2.62922000e+01,1.39264533e-01
2.62924000e+01,1.49212000e-01
2.62926000e+01,1.52764667e-01
2.62928000e+01,1.56317333e-01
2.62930000e+01,1.35001333e-01
2.62932000e+01,1.32159200e-01
2.62934000e+01,1.47790933e-01
2.62936000e+01,1.47790933e-01
2.62938000e+01,1.50633067e-01
2.62940000e+01,1.47080400e-01
2.62942000e+01,1.29317067e-01
2.62944000e+01,1.35001333e-01
2.62946000e+01,1.52054133e-01
2.62948000e+01,1.49922533e-01
2.62950000e+01,1.49922533e-01
2.62952000e+01,1.38554000e-01
2.62954000e+01,1.28606533e-01
2.62956000e+01,1.50633067e-01
2.62958000e+01,1.58448933e-01
2.62960000e+01,1.55606800e-01
2.62962000e+01,1.55606800e-01
2.62964000e+01,1.31448667e-01
2.62966000e+01,1.34290800e-01
2.62968000e+01,1.52054133e-01
2.62970000e+01,1.51343600e-01
2.62972000e+01,1.57738400e-01
2.62974000e+01,1.55606800e-01
2.62976000e+01,1.30027600e-01
2.62978000e+01,1.40685600e-01
2.62980000e+01,1.60580533e-01
2.62982000e+01,1.54896267e-01
2.62984000e+01,1.56317333e-01
2.62986000e+01,1.43527733e-01
2.62988000e+01,1.29317067e-01
2.62990000e+01,1.49212000e-01
2.62992000e+01,1.56317333e-01
2.62994000e+01,1.52764667e-01
2.62996000e+01,1.55606800e-01
2.62998000e+01,1.37843467e-01
2.63000000e+01,1.31448667e-01
2.63002000e+01,1.50633067e-01
2.63004000e+01,1.52054133e-01
2.63006000e+01,1.62001600e-01
2.63008000e+01,1.49922533e-01
2.63010000e+01,1.28606533e-01
2.63012000e+01,1.40685600e-01
2.63014000e+01,1.53475200e-01
2.63016000e+01,1.56317333e-01
2.63018000e+01,1.63422667e-01
2.63020000e+01,1.44948800e-01
2.63022000e+01,1.30027600e-01
2.63024000e+01,1.49922533e-01
2.63026000e+01,1.52054133e-01
2.63028000e+01,1.60580533e-01
2.63030000e+01,1.62712133e-01
2.63032000e+01,1.34290800e-01
2.63034000e+01,1.32869733e-01
2.63036000e+01,1.51343600e-01
2.63038000e+01,1.44238267e-01
2.63040000e+01,1.49922533e-01
2.63042000e+01,1.48501467e-01
2.63044000e+01,1.29317067e-01
2.63046000e+01,1.40685600e-01
2.63048000e+01,1.54896267e-01
2.63050000e+01,1.46369867e-01
2.63052000e+01,1.65554267e-01
2.63054000e+01,1.45659333e-01
2.63056000e+01,1.31448667e-01
2.63058000e+01,1.50633067e-01
2.63060000e+01,1.47080400e-01
2.63062000e+01,1.47080400e-01
2.63064000e+01,1.49922533e-01
2.63066000e+01,1.32869733e-01
2.63068000e+01,1.35001333e-01
2.63070000e+01,1.55606800e-01
2.63072000e+01,1.54896267e-01
2.63074000e+01,1.50633067e-01
2.63076000e+01,1.43527733e-01
2.63078000e+01,1.25764400e-01
2.63080000e+01,1.37843467e-01
2.63082000e+01,1.53475200e-01
2.63084000e+01,1.51343600e-01
2.63086000e+01,1.52764667e-01
2.63088000e+01,1.35001333e-01
2.63090000e+01,1.25764400e-01
2.63092000e+01,1.44948800e-01
2.63094000e+01,1.52764667e-01
2.63096000e+01,1.52764667e-01
2.63098000e+01,1.52764667e-01
2.63100000e+01,1.34290800e-01
2.63102000e+01,1.35001333e-01
2.63104000e+01,1.57027867e-01
2.63106000e+01,1.47790933e-01
2.63108000e+01,1.53475200e-01
2.63110000e+01,1.52764667e-01
2.63112000e+01,1.29317067e-01
2.63114000e+01,1.42817200e-01
2.63116000e+01,1.61291067e-01
2.63118000e+01,1.56317333e-01
2.63120000e+01,1.59870000e-01
2.63122000e+01,1.37843467e-01
2.63124000e+01,1.27896000e-01
2.63126000e+01,1.49212000e-01
2.63128000e+01,1.52054133e-01
2.63130000e+01,1.47790933e-01
2.63132000e+01,1.44238267e-01
2.63134000e+01,1.30027600e-01
2.63136000e+01,1.42817200e-01
2.63138000e+01,1.59159467e-01
2.63140000e+01,1.47790933e-01
2.63142000e+01,1.54896267e-01
2.63144000e+01,1.46369867e-01
2.63146000e+01,1.28606533e-01
2.63148000e+01,1.46369867e-01
2.63150000e+01,1.55606800e-01
2.63152000e+01,1.51343600e-01
2.63154000e+01,1.54896267e-01
2.63156000e+01,1.35001333e-01
2.63158000e+01,1.31448667e-01
2.63160000e+01,1.49212000e-01
2.63162000e+01,1.47080400e-01
2.63164000e+01,1.51343600e-01
2.63166000e+01,1.52764667e-01
2.63168000e+01,1.30027600e-01
2.63170000e+01,1.40685600e-01
2.63172000e+01,1.54896267e-01
2.63174000e+01,1.43527733e-01
2.63176000e+01,1.49212000e-01
2.63178000e+01,1.44948800e-01
2.63180000e+01,1.30027600e-01
2.63182000e+01,1.48501467e-01
2.63184000e+01,1.56317333e-01
2.63186000e+01,1.52054133e-01
2.63188000e+01,1.48501467e-01
2.63190000e+01,1.35001333e-01
2.63192000e+01,1.32869733e-01
2.63194000e+01,1.52764667e-01
2.63196000e+01,1.54185733e-01
2.63198000e+01,1.52054133e-01
2.63200000e+01,1.52764667e-01
2.63202000e+01,1.30738133e-01
2.63204000e+01,1.43527733e-01
2.63206000e+01,1.60580533e-01
2.63208000e+01,1.49212000e-01
2.63210000e+01,1.57027867e-01
2.63212000e+01,1.42106667e-01
2.63214000e+01,1.27896000e-01
2.63216000e+01,1.49922533e-01
2.63218000e+01,1.58448933e-01
2.63220000e+01,1.55606800e-01
2.63222000e+01,1.50633067e-01
2.63224000e+01,1.35001333e-01
2.63226000e+01,1.32869733e-01
2.63228000e+01,1.54185733e-01
2.63230000e+01,1.62001600e-01
2.63232000e+01,1.57027867e-01
2.63234000e+01,1.46369867e-01
2.63236000e+01,1.25053867e-01
2.63238000e+01,1.38554000e-01
2.63240000e+01,1.51343600e-01
2.63242000e+01,1.45659333e-01
2.63244000e+01,1.53475200e-01
2.63246000e+01,1.34290800e-01
2.63248000e+01,1.25764400e-01
2.63250000e+01,1.51343600e-01
2.63252000e+01,1.56317333e-01
2.63254000e+01,1.52054133e-01
2.63256000e+01,1.51343600e-01
2.63258000e+01,1.28606533e-01
2.63260000e+01,1.35001333e-01
2.63262000e+01,1.59870000e-01
2.63264000e+01,1.55606800e-01
2.63266000e+01,1.55606800e-01
2.63268000e+01,1.52054133e-01
2.63270000e+01,1.24343333e-01
2.63272000e+01,1.39264533e-01
2.63274000e+01,1.48501467e-01
2.63276000e+01,1.56317333e-01
2.63278000e+01,1.59870000e-01
2.63280000e+01,1.33580267e-01
2.63282000e+01,1.28606533e-01
2.63284000e+01,1.54896267e-01
2.63286000e+01,1.55606800e-01
2.63288000e+01,1.59870000e-01
2.63290000e+01,1.51343600e-01
2.63292000e+01,1.31448667e-01
2.63294000e+01,1.39975067e-01
2.63296000e+01,1.56317333e-01
2.63298000e+01,1.49212000e-01
2.63300000e+01,1.52054133e-01
2.63302000e+01,1.47080400e-01
2.63304000e+01,1.26474933e-01
2.63306000e+01,1.37843467e-01
2.63308000e+01,1.52764667e-01
2.63310000e+01,1.57027867e-01
2.63312000e+01,1.54896267e-01
2.63314000e+01,1.38554000e-01
2.63316000e+01,1.28606533e-01
2.63318000e+01,1.51343600e-01
2.63320000e+01,1.52054133e-01
2.63322000e+01,1.51343600e-01
2.63324000e+01,1.43527733e-01
2.63326000e+01,1.30738133e-01
2.63328000e+01,1.37843467e-01
2.63330000e+01,1.58448933e-01
2.63332000e+01,1.48501467e-01
2.63334000e+01,1.56317333e-01
2.63336000e+01,1.46369867e-01
2.63338000e+01,1.27896000e-01
2.63340000e+01,1.44238267e-01
2.63342000e+01,1.52054133e-01
2.63344000e+01,1.53475200e-01
2.63346000e+01,1.54896267e-01
2.63348000e+01,1.35001333e-01
2.63350000e+01,1.30027600e-01
2.63352000e+01,1.50633067e-01
2.63354000e+01,1.55606800e-01
2.63356000e+01,1.50633067e-01
2.63358000e+01,1.52054133e-01
2.63360000e+01,1.32159200e-01
2.63362000e+01,1.38554000e-01
2.63364000e+01,1.51343600e-01
2.63366000e+01,1.45659333e-01
2.63368000e+01,1.51343600e-01
2.63370000e+01,1.40685600e-01
2.63372000e+01,1.28606533e-01
2.63374000e+01,1.42817200e-01
2.63376000e+01,1.47790933e-01
2.63378000e+01,1.49922533e-01
2.63380000e+01,1.58448933e-01
2.63382000e+01,1.39264533e-01
2.63384000e+01,1.30738133e-01
2.63386000e+01,1.53475200e-01
2.63388000e+01,1.58448933e-01
2.63390000e+01,1.57027867e-01
2.63392000e+01,1.44238267e-01
2.63394000e+01,1.26474933e-01
2.63396000e+01,1.39975067e-01
2.63398000e+01,1.60580533e-01
2.63400000e+01,1.52054133e-01
2.63402000e+01,1.54896267e-01
2.63404000e+01,1.41396133e-01
2.63406000e+01,1.27185467e-01
2.63408000e+01,1.40685600e-01
2.63410000e+01,1.50633067e-01
2.63412000e+01,1.49212000e-01
2.63414000e+01,1.46369867e-01
2.63416000e+01,1.32869733e-01
2.63418000e+01,1.31448667e-01
2.63420000e+01,1.59159467e-01
2.63422000e+01,1.56317333e-01
2.63424000e+01,1.49922533e-01
2.63426000e+01,1.40685600e-01
2.63428000e+01,1.22922267e-01
2.63430000e+01,1.40685600e-01
2.63432000e+01,1.56317333e-01
2.63434000e+01,1.57027867e-01
2.63436000e+01,1.58448933e-01
2.63438000e+01,1.45659333e-01
2.63440000e+01,1.32869733e-01
2.63442000e+01,1.46369867e-01
2.63444000e+01,1.55606800e-01
2.63446000e+01,1.62001600e-01
2.63448000e+01,1.54896267e-01
2.63450000e+01,1.31448667e-01
2.63452000e+01,1.35711867e-01
2.63454000e+01,1.55606800e-01
2.63456000e+01,1.50633067e-01
2.63458000e+01,1.52054133e-01
2.63460000e+01,1.44948800e-01
2.63462000e+01,1.30738133e-01
2.63464000e+01,1.44238267e-01
2.63466000e+01,1.52054133e-01
2.63468000e+01,1.52054133e-01
2.63470000e+01,1.57738400e-01
2.63472000e+01,1.37843467e-01
2.63474000e+01,1.32159200e-01
2.63476000e+01,1.54185733e-01
2.63478000e+01,1.56317333e-01
2.63480000e+01,1.52764667e-01
2.63482000e+01,1.52054133e-01
2.63484000e+01,1.30738133e-01
2.63486000e+01,1.33580267e-01
2.63488000e+01,1.53475200e-01
2.63490000e+01,1.53475200e-01
2.63492000e+01,1.57027867e-01
2.63494000e+01,1.45659333e-01
2.63496000e+01,1.31448667e-01
2.63498000e+01,1.44238267e-01
2.63500000e+01,1.45659333e-01
2.63502000e+01,1.49922533e-01
2.63504000e+01,1.50633067e-01
2.63506000e+01,1.35001333e-01
2.63508000e+01,1.32869733e-01
2.63510000e+01,1.51343600e-01
2.63512000e+01,1.57027867e-01
2.63514000e+01,1.59159467e-01
2.63516000e+01,1.50633067e-01
2.63518000e+01,1.30738133e-01
2.63520000e+01,1.37843467e-01
2.63522000e+01,1.52054133e-01
2.63524000e+01,1.51343600e-01
2.63526000e+01,1.64133200e-01
2.63528000e+01,1.45659333e-01
2.63530000e+01,1.28606533e-01
2.63532000e+01,1.49922533e-01
2.63534000e+01,1.54896267e-01
2.63536000e+01,1.57738400e-01
2.63538000e+01,1.54896267e-01
2.63540000e+01,1.37132933e-01
2.63542000e+01,1.31448667e-01
2.63544000e+01,1.46369867e-01
2.63546000e+01,1.52054133e-01
2.63548000e+01,1.56317333e-01
2.63550000e+01,1.53475200e-01
2.63552000e+01,1.28606533e-01
2.63554000e+01,1.38554000e-01
2.63556000e+01,1.52054133e-01
2.63558000e+01,1.45659333e-01
2.63560000e+01,1.57027867e-01
2.63562000e+01,1.43527733e-01
2.63564000e+01,1.27896000e-01
2.63566000e+01,1.45659333e-01
2.63568000e+01,1.62001600e-01
2.63570000e+01,1.58448933e-01
2.63572000e+01,1.49212000e-01
2.63574000e+01,1.35711867e-01
2.63576000e+01,1.35711867e-01
2.63578000e+01,1.49212000e-01
2.63580000e+01,1.51343600e-01
2.63582000e+01,1.62001600e-01
2.63584000e+01,1.52054133e-01
2.63586000e+01,1.29317067e-01
2.63588000e+01,1.37843467e-01
2.63590000e+01,1.49922533e-01
2.63592000e+01,1.42817200e-01
2.63594000e+01,1.52764667e-01
2.63596000e+01,1.42106667e-01
2.63598000e+01,1.28606533e-01
2.63600000e+01,1.45659333e-01
2.63602000e+01,1.47790933e-01
2.63604000e+01,1.52054133e-01
2.63606000e+01,1.50633067e-01
2.63608000e+01,1.32159200e-01
2.63610000e+01,1.30027600e-01
2.63612000e+01,1.50633067e-01
2.63614000e+01,1.52054133e-01
2.63616000e+01,1.52764667e-01
2.63618000e+01,1.47080400e-01
2.63620000e+01,1.25764400e-01
2.63622000e+01,1.41396133e-01
2.63624000e+01,1.54896267e-01
2.63626000e+01,1.56317333e-01
2.63628000e+01,1.53475200e-01
2.63630000e+01,1.36422400e-01
2.63632000e+01,1.28606533e-01
2.63634000e+01,1.47080400e-01
2.63636000e+01,1.50633067e-01
2.63638000e+01,1.44238267e-01
2.63640000e+01,1.46369867e-01
2.63642000e+01,1.32159200e-01
2.63644000e+01,1.35711867e-01
2.63646000e+01,1.56317333e-01
2.63648000e+01,1.49212000e-01
2.63650000e+01,1.53475200e-01
2.63652000e+01,1.49922533e-01
2.63654000e+01,1.27896000e-01
2.63656000e+01,1.42817200e-01
2.63658000e+01,1.59159467e-01
2.63660000e+01,1.49212000e-01
2.63662000e+01,1.57738400e-01
2.63664000e+01,1.36422400e-01
2.63666000e+01,1.30027600e-01
2.63668000e+01,1.52764667e-01
2.63670000e+01,1.52764667e-01
2.63672000e+01,1.62001600e-01
2.63674000e+01,1.59159467e-01
2.63676000e+01,1.30027600e-01
2.63678000e+01,1.35001333e-01
2.63680000e+01,1.54185733e-01
2.63682000e+01,1.49922533e-01
2.63684000e+01,1.58448933e-01
2.63686000e+01,1.43527733e-01
2.63688000e+01,1.22211733e-01
2.63690000e+01,1.39975067e-01
2.63692000e+01,1.47080400e-01
2.63694000e+01,1.47790933e-01
2.63696000e+01,1.50633067e-01
2.63698000e+01,1.39264533e-01
2.63700000e+01,1.29317067e-01
2.63702000e+01,1.50633067e-01
2.63704000e+01,1.52054133e-01
2.63706000e+01,1.59870000e-01
2.63708000e+01,1.55606800e-01
2.63710000e+01,1.30027600e-01
2.63712000e+01,1.36422400e-01
2.63714000e+01,1.50633067e-01
2.63716000e+01,1.41396133e-01
2.63718000e+01,1.54896267e-01
2.63720000e+01,1.39264533e-01
2.63722000e+01,1.28606533e-01
2.63724000e+01,1.43527733e-01
2.63726000e+01,1.44238267e-01
2.63728000e+01,1.47080400e-01
2.63730000e+01,1.55606800e-01
2.63732000e+01,1.37132933e-01
2.63734000e+01,1.30738133e-01
2.63736000e+01,1.45659333e-01
2.63738000e+01,1.52054133e-01
2.63740000e+01,1.59159467e-01
2.63742000e+01,1.55606800e-01
2.63744000e+01,1.27185467e-01
2.63746000e+01,1.39975067e-01
2.63748000e+01,1.54896267e-01
2.63750000e+01,1.52054133e-01
2.63752000e+01,1.56317333e-01
2.63754000e+01,1.42817200e-01
2.63756000e+01,1.29317067e-01
2.63758000e+01,1.46369867e-01
2.63760000e+01,1.52764667e-01
2.63762000e+01,1.57027867e-01
2.63764000e+01,1.57738400e-01
2.63766000e+01,1.32869733e-01
2.63768000e+01,1.32869733e-01
2.63770000e+01,1.59870000e-01
2.63772000e+01,1.54185733e-01
2.63774000e+01,1.52764667e-01
2.63776000e+01,1.47790933e-01
2.63778000e+01,1.24343333e-01
2.63780000e+01,1.42106667e-01
2.63782000e+01,1.57738400e-01
2.63784000e+01,1.55606800e-01
2.63786000e+01,1.57027867e-01
2.63788000e+01,1.39264533e-01
2.63790000e+01,1.32869733e-01
2.63792000e+01,1.47080400e-01
2.63794000e+01,1.51343600e-01
2.63796000e+01,1.59159467e-01
2.63798000e+01,1.59870000e-01
2.63800000e+01,1.33580267e-01
2.63802000e+01,1.35711867e-01
2.63804000e+01,1.54185733e-01
2.63806000e+01,1.50633067e-01
2.63808000e+01,1.62001600e-01
2.63810000e+01,1.48501467e-01
2.63812000e+01,1.27896000e-01
2.63814000e+01,1.39975067e-01
2.63816000e+01,1.45659333e-01
2.63818000e+01,1.52764667e-01
2.63820000e+01,1.65554267e-01
2.63822000e+01,1.45659333e-01
2.63824000e+01,1.32159200e-01
2.63826000e+01,1.50633067e-01
2.63828000e+01,1.52054133e-01
2.63830000e+01,1.50633067e-01
2.63832000e+01,1.47080400e-01
2.63834000e+01,1.27896000e-01
2.63836000e+01,1.32869733e-01
2.63838000e+01,1.57738400e-01
2.63840000e+01,1.52764667e-01
2.63842000e+01,1.56317333e-01
2.63844000e+01,1.50633067e-01
2.63846000e+01,1.27185467e-01
2.63848000e+01,1.42106667e-01
2.63850000e+01,1.55606800e-01
2.63852000e+01,1.62712133e-01
2.63854000e+01,1.62712133e-01
2.63856000e+01,1.37132933e-01
2.63858000e+01,1.32869733e-01
2.63860000e+01,1.47790933e-01
2.63862000e+01,1.47080400e-01
2.63864000e+01,1.55606800e-01
2.63866000e+01,1.53475200e-01
2.63868000e+01,1.29317067e-01
2.63870000e+01,1.34290800e-01
2.63872000e+01,1.54185733e-01
2.63874000e+01,1.58448933e-01
2.63876000e+01,1.59870000e-01
2.63878000e+01,1.44238267e-01
2.63880000e+01,1.25764400e-01
2.63882000e+01,1.37843467e-01
2.63884000e+01,1.55606800e-01
2.63886000e+01,1.60580533e-01
2.63888000e+01,1.56317333e-01
2.63890000e+01,1.35001333e-01
2.63892000e+01,1.31448667e-01
2.63894000e+01,1.49922533e-01
2.63896000e+01,1.49212000e-01
2.63898000e+01,1.55606800e-01
2.63900000e+01,1.53475200e-01
2.63902000e+01,1.27896000e-01
2.63904000e+01,1.39975067e-01
2.63906000e+01,1.55606800e-01
2.63908000e+01,1.51343600e-01
2.63910000e+01,1.51343600e-01
2.63912000e+01,1.40685600e-01
2.63914000e+01,1.32159200e-01
2.63916000e+01,1.49922533e-01
2.63918000e+01,1.55606800e-01
2.63920000e+01,1.58448933e-01
2.63922000e+01,1.55606800e-01
2.63924000e+01,1.32159200e-01
2.63926000e+01,1.31448667e-01
2.63928000e+01,1.53475200e-01
2.63930000e+01,1.47080400e-01
2.63932000e+01,1.52054133e-01
2.63934000e+01,1.54185733e-01
2.63936000e+01,1.29317067e-01
2.63938000e+01,1.41396133e-01
2.63940000e+01,1.51343600e-01
2.63942000e+01,1.52764667e-01
2.63944000e+01,1.53475200e-01
2.63946000e+01,1.44948800e-01
2.63948000e+01,1.31448667e-01
2.63950000e+01,1.44238267e-01
2.63952000e+01,1.49922533e-01
2.63954000e+01,1.43527733e-01
2.63956000e+01,1.52764667e-01
2.63958000e+01,1.33580267e-01
2.63960000e+01,1.31448667e-01
2.63962000e+01,1.55606800e-01
2.63964000e+01,1.52054133e-01
2.63966000e+01,1.54185733e-01
2.63968000e+01,1.49922533e-01
2.63970000e+01,1.28606533e-01
2.63972000e+01,1.39975067e-01
2.63974000e+01,1.53475200e-01
2.63976000e+01,1.57027867e-01
2.63978000e+01,1.56317333e-01
2.63980000e+01,1.37843467e-01
2.63982000e+01,1.32159200e-01
2.63984000e+01,1.51343600e-01
2.63986000e+01,1.52764667e-01
2.63988000e+01,1.52054133e-01
2.63990000e+01,1.59159467e-01
2.63992000e+01,1.37132933e-01
2.63994000e+01,1.32869733e-01
2.63996000e+01,1.49212000e-01
2.63998000e+01,1.52054133e-01
2.64000000e+01,1.55606800e-01
2.64002000e+01,1.45659333e-01
2.64004000e+01,1.25764400e-01
2.64006000e+01,1.35711867e-01
2.64008000e+01,1.52054133e-01
2.64010000e+01,1.54185733e-01
2.64012000e+01,1.52764667e-01
2.64014000e+01,1.39975067e-01
2.64016000e+01,1.30027600e-01
2.64018000e+01,1.53475200e-01
2.64020000e+01,1.61291067e-01
2.64022000e+01,1.50633067e-01
2.64024000e+01,1.52054133e-01
2.64026000e+01,1.29317067e-01
2.64028000e+01,1.35711867e-01
2.64030000e+01,1.54896267e-01
2.64032000e+01,1.52054133e-01
2.64034000e+01,1.52054133e-01
2.64036000e+01,1.40685600e-01
2.64038000e+01,1.26474933e-01
2.64040000e+01,1.48501467e-01
2.64042000e+01,1.57738400e-01
